arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
32.00,4.07,262144.00,0.50,99.50,199
38.00,4.07,262144.00,1.51,98.49,199
26.00,30.00,18.00,100.00,0.00,199
28.00,4.07,262144.00,0.50,99.50,199
24.00,30.00,15.00,100.00,0.00,199
20.00,30.00,15.00,100.00,0.00,198
36.00,4.64,32768.00,0.50,99.50,199
20.00,30.00,6.00,100.00,0.00,199
34.00,30.00,6.00,100.00,0.00,199
32.00,30.00,9.00,100.00,0.00,199
36.00,30.00,9.00,100.00,0.00,199
32.00,30.00,6.00,100.00,0.00,199
34.00,30.00,9.00,100.00,0.00,199
34.00,30.00,12.00,100.00,0.00,199
34.00,30.00,15.00,100.00,0.00,199
36.00,30.00,15.00,100.00,0.00,199
40.00,16.77,64.00,100.00,0.00,199
38.00,30.00,6.00,100.00,0.00,199
34.00,16.77,64.00,100.00,0.00,199
40.00,30.00,6.00,100.00,0.00,199
36.00,16.77,64.00,100.00,0.00,199
40.00,30.00,12.00,100.00,0.00,199
40.00,30.00,18.00,100.00,0.00,199
32.00,16.77,64.00,100.00,0.00,199
36.00,30.00,18.00,100.00,0.00,199
38.00,30.00,12.00,100.00,0.00,199
36.00,30.00,12.00,100.00,0.00,199
32.00,30.00,12.00,100.00,0.00,199
40.00,30.00,15.00,100.00,0.00,199
34.00,30.00,18.00,100.00,0.00,199
38.00,30.00,9.00,100.00,0.00,199
38.00,30.00,18.00,100.00,0.00,199
38.00,30.00,15.00,100.00,0.00,199
36.00,30.00,6.00,100.00,0.00,199
32.00,30.00,18.00,100.00,0.00,199
40.00,30.00,9.00,100.00,0.00,199
32.00,30.00,15.00,100.00,0.00,199
38.00,16.77,64.00,100.00,0.00,199
30.00,30.00,6.00,100.00,0.00,199
30.00,30.00,15.00,100.00,0.00,199
30.00,30.00,9.00,100.00,0.00,199
22.00,30.00,6.00,100.00,0.00,199
30.00,16.77,64.00,100.00,0.00,199
28.00,30.00,12.00,100.00,0.00,199
30.00,30.00,12.00,100.00,0.00,199
30.00,30.00,18.00,100.00,0.00,199
34.00,7.92,512.00,5.53,94.47,199
24.00,4.07,262144.00,2.66,97.34,188
20.00,4.64,32768.00,0.50,99.50,199
28.00,30.00,6.00,100.00,0.00,199
24.00,30.00,6.00,100.00,0.00,199
28.00,16.77,64.00,100.00,0.00,199
28.00,5.65,4096.00,4.02,95.98,199
28.00,30.00,9.00,100.00,0.00,199
20.00,30.00,18.00,100.00,0.00,198
32.00,4.64,32768.00,1.52,98.48,198
24.00,30.00,15.00,100.00,0.00,198
24.00,4.64,32768.00,2.51,97.49,199
20.00,7.92,512.00,6.03,93.97,199
38.00,4.64,32768.00,1.51,98.49,199
26.00,7.92,512.00,4.52,95.48,199
20.00,30.00,15.00,100.00,0.00,198
20.00,30.00,6.00,100.00,0.00,198
40.00,5.65,4096.00,3.02,96.98,199
36.00,5.65,4096.00,1.01,98.99,199
38.00,7.92,512.00,6.53,93.47,199
40.00,7.92,512.00,4.02,95.98,199
40.00,4.07,262144.00,2.01,97.99,199
38.00,4.07,262144.00,3.02,96.98,199
20.00,30.00,9.00,100.00,0.00,198
26.00,30.00,18.00,100.00,0.00,199
26.00,4.64,32768.00,1.01,98.99,199
24.00,7.92,512.00,6.06,93.94,198
28.00,4.07,262144.00,1.06,98.94,188
30.00,4.64,32768.00,2.01,97.99,199
26.00,30.00,6.00,100.00,0.00,199
36.00,4.64,32768.00,1.51,98.49,199
28.00,30.00,15.00,100.00,0.00,199
26.00,30.00,12.00,100.00,0.00,199
28.00,30.00,18.00,100.00,0.00,199
38.00,5.65,4096.00,3.02,96.98,199
22.00,30.00,9.00,100.00,0.00,199
32.00,7.92,512.00,5.03,94.97,199
26.00,16.77,64.00,100.00,0.00,198
32.00,4.07,262144.00,2.51,97.49,199
24.00,30.00,18.00,100.00,0.00,199
28.00,7.92,512.00,11.06,88.94,199
30.00,4.07,262144.00,0.51,99.49,198
40.00,4.64,32768.00,1.51,98.49,199
22.00,30.00,12.00,100.00,0.00,199
36.00,4.07,262144.00,2.01,97.99,199
20.00,5.65,4096.00,2.01,97.99,199
24.00,30.00,12.00,100.00,0.00,199
24.00,5.65,4096.00,1.51,98.49,199
32.00,5.65,4096.00,1.51,98.49,199
26.00,4.07,262144.00,2.01,97.99,199
30.00,7.92,512.00,6.53,93.47,199
20.00,30.00,12.00,100.00,0.00,199
34.00,4.64,32768.00,2.01,97.99,199
24.00,16.77,64.00,100.00,0.00,199
22.00,16.77,64.00,100.00,0.00,199
26.00,30.00,15.00,100.00,0.00,199
22.00,4.07,262144.00,0.51,99.49,197
22.00,7.92,512.00,7.07,92.93,198
26.00,5.65,4096.00,2.01,97.99,199
28.00,4.64,32768.00,1.01,98.99,199
22.00,30.00,15.00,100.00,0.00,199
22.00,30.00,18.00,100.00,0.00,199
30.00,5.65,4096.00,2.01,97.99,199
22.00,4.64,32768.00,2.01,97.99,199
34.00,5.65,4096.00,1.53,98.47,196
24.00,30.00,9.00,100.00,0.00,199
36.00,7.92,512.00,8.54,91.46,199
26.00,30.00,9.00,100.00,0.00,199
22.00,5.65,4096.00,3.52,96.48,199
20.00,4.07,262144.00,4.04,95.96,198
34.00,4.07,262144.00,1.51,98.49,199
20.00,16.77,64.00,100.00,0.00,198
